Marital status,Application mode,Application order,Course,Attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Student ID
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,125.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,126.0,Yes,No,Yes,Yes,Female,No,20,No,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,Graduate,2736
Single,2nd phase - General Contingent,4,Nursing,Daytime,Secondary education,137.0,Portuguese,Secondary education,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,128.4,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,13.385714285714286,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,Graduate,2737
Single,1st phase - General Contingent,1,Equinculture,Daytime,Secondary education,144.0,Portuguese,Higher education - degree,Secondary education,Specialists in Intellectual and Scientific Activities,Administrative staff,134.9,Yes,No,Yes,Yes,Female,No,18,No,0,6,13,6,10.857142857142858,0,0,6,10,4,11.0,0,15.5,2.8,-4.06,Dropout,2738
Single,2nd phase - General Contingent,2,Management,Daytime,Secondary education,146.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",143.9,No,No,No,Yes,Female,No,18,No,0,5,11,5,11.333333333333334,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,Graduate,2739
Single,1st phase - General Contingent,4,Veterinary Nursing,Daytime,Secondary education,145.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Secondary education,Unskilled Workers,Unskilled Workers,145.0,Yes,No,No,Yes,Female,Yes,19,No,0,5,7,4,14.5,0,0,5,5,5,13.6,0,10.8,1.4,1.74,Graduate,2740
Single,1st phase - General Contingent,2,Communication Design,Daytime,Secondary education,126.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,Unskilled Workers,132.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,6,6,14.166666666666666,0,0,6,8,6,12.375,0,10.8,1.4,1.74,Graduate,2741
Single,2nd phase - General Contingent,1,Social Services (evening attendance),Evening,Secondary education,141.0,Portuguese,Unknown,Unknown,Student,Student,136.1,No,No,No,Yes,Female,No,24,No,0,6,7,6,12.833333333333334,0,0,6,8,6,12.0,0,7.6,2.6,0.32,Graduate,2742
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,141.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Administrative staff,Administrative staff,138.9,No,No,No,Yes,Female,No,21,No,0,6,7,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate,2743
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,133.1,Portuguese,Secondary education,Secondary education,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,102.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,7,6,13.666666666666666,0,0,6,7,6,14.571428571428571,0,11.1,0.6,2.02,Graduate,2744
Single,Over 23 years old,1,Tourism,Daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",123.0,No,No,Yes,No,Female,Yes,28,No,0,6,6,6,10.833333333333334,0,0,6,7,5,11.0,0,13.9,-0.3,0.79,Dropout,2745
Single,1st phase - General Contingent,2,Basic Education,Daytime,Secondary education,127.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,137.5,Yes,No,No,Yes,Female,No,21,No,0,6,7,6,13.428571428571429,0,0,6,8,6,13.142857142857142,0,7.6,2.6,0.32,Graduate,2746
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,106.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Cleaning workers,"Farmers, livestock keepers, fishermen, hunters and gatherers, subsistence",102.2,Yes,No,Yes,Yes,Male,No,20,No,0,7,7,7,12.401428571428571,0,0,8,10,6,11.808333333333332,0,11.1,0.6,2.02,Enrolled,2747
Single,Transfer,1,Agronomy,Daytime,Secondary education,130.0,Portuguese,Higher education - degree,Higher education - bachelor's degree,Specialists in Intellectual and Scientific Activities,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",105.3,No,No,No,No,Male,No,36,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,2748
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,110.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,130.0,No,No,No,No,Male,No,42,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,2749
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,150.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",122.5,No,No,No,Yes,Male,No,47,No,0,5,9,4,11.5,0,0,5,6,5,11.6,1,7.6,2.6,0.32,Dropout,2750
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,160.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",112.0,No,No,No,No,Male,No,25,No,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,2751
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Other - 11th years of schooling,170.0,Portuguese,Secondary education,Basic education 1st cycle (4/5th year) or equiv,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",110.0,No,No,No,Yes,Male,Yes,25,No,0,6,8,6,14.142857142857142,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,Graduate,2752
Married,Over 23 years old,1,Social Services (evening attendance),Evening,Basic education 3rd cycle (9/10/11th year) or equiv,133.1,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Installation and Machine Operators and Assembly Workers,149.5,No,No,No,Yes,Male,No,48,No,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,2753
Single,Change of course,1,Management (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",141.0,No,No,No,Yes,Male,Yes,32,No,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,Graduate,2754
Single,Holders of other higher courser,1,Management (evening attendance),Evening,Higher education - degree (1st cycle),130.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",130.0,No,No,No,Yes,Male,No,38,No,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,Dropout,2755
Single,Holders of other higher courser,1,Social Service,Daytime,Higher education - degree (1st cycle),130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130.0,No,No,No,Yes,Male,No,37,No,11,16,23,15,11.733333333333333,0,6,11,17,9,11.88888888888889,0,15.5,2.8,-4.06,Graduate,2756
Single,Over 23 years old,2,Management,Daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,104.0,No,No,No,No,Male,No,26,No,0,5,8,1,10.0,0,0,5,9,1,10.0,0,10.8,1.4,1.74,Dropout,2757
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,110.0,Portuguese,Higher education - degree,Higher education - doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,110.0,No,No,No,Yes,Male,No,23,No,0,6,19,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,2758
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,120.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",120.0,No,No,No,Yes,Male,No,23,No,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Enrolled,2759
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,130.0,Portuguese,Higher education - bachelor's degree,Higher education - degree,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.0,No,No,No,Yes,Male,No,20,No,0,6,12,4,10.8,0,0,6,13,4,12.0,0,12.4,0.5,1.79,Enrolled,2760
Single,Over 23 years old,1,Nursing,Daytime,Higher education - master's,150.0,Portuguese,Higher education - degree,Basic education 2nd cycle (6/7/8th year) or equiv,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",127.0,Yes,No,No,Yes,Male,No,26,No,2,7,8,6,13.046666666666669,0,2,8,10,7,13.30625,0,11.1,0.6,2.02,Dropout,2761
Single,Change of course,1,Social Services (evening attendance),Evening,Secondary education,120.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",100.0,No,No,No,Yes,Female,No,45,No,5,9,13,8,11.0,0,3,7,10,6,10.833333333333334,0,12.7,3.7,-1.7,Enrolled,2762
Single,Over 23 years old,1,Social Services (evening attendance),Evening,Basic education 3rd cycle (9/10/11th year) or equiv,100.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",111.0,Yes,No,No,Yes,Female,Yes,26,No,0,6,10,3,12.333333333333334,0,0,6,14,3,11.666666666666666,0,7.6,2.6,0.32,Enrolled,2763
Single,Change of course,1,Social Services (evening attendance),Evening,Higher education - degree,133.1,Portuguese,12th year of schooling - not completed,12th year of schooling - not completed,Other Situation,Other Situation,130.0,No,No,No,Yes,Female,No,26,No,8,11,16,10,11.8,0,3,7,7,7,13.285714285714286,0,7.6,2.6,0.32,Graduate,2764
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,130.1,No,No,No,Yes,Female,No,25,No,0,5,8,3,11.0,0,0,5,8,3,11.25,0,10.8,1.4,1.74,Enrolled,2765
Single,1st phase - Special Contingent (Madeira Island),4,Nursing,Daytime,Secondary education,145.0,Portuguese,Secondary education,Secondary education,Administrative staff,Administrative staff,127.5,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,Graduate,2766
Single,Holders of other higher courser,1,Nursing,Daytime,Higher education - degree,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",130.0,Yes,No,No,Yes,Female,No,27,No,0,8,8,7,14.414285714285716,0,0,8,8,7,14.414285714285716,0,12.7,3.7,-1.7,Graduate,2767
Legally Separated,2nd phase - General Contingent,3,Social Services (evening attendance),Evening,Secondary education,115.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,"Personal Services, Security and Safety Workers and Sellers",Other Situation,115.0,No,No,No,No,Female,No,24,No,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,2768
Single,2nd phase - General Contingent,1,Management,Daytime,Secondary education,124.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Armed Forces Professions,126.8,Yes,No,No,Yes,Female,No,20,No,0,5,8,5,12.333333333333334,0,0,5,7,5,12.2,0,15.5,2.8,-4.06,Graduate,2769
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,124.0,Portuguese,Secondary education,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,116.7,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Dropout,2770
Single,2nd phase - General Contingent,6,Oral Hygiene,Daytime,Secondary education,134.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",128.5,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,-1.7,Graduate,2771
Single,1st phase - General Contingent,4,Nursing,Daytime,Secondary education,137.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,127.5,Yes,No,No,Yes,Female,No,18,No,0,8,8,8,13.045,0,0,8,8,8,13.045,0,9.4,-0.8,-3.12,Graduate,2772
Single,1st phase - General Contingent,1,Nursing,Daytime,Secondary education,124.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,117.5,Yes,No,No,Yes,Male,No,19,No,0,8,10,5,12.858,3,0,8,10,5,12.858,3,9.4,-0.8,-3.12,Enrolled,2773
Single,Transfer,3,Nursing,Daytime,Secondary education,136.0,Portuguese,Secondary education,Secondary education,Administrative staff,Administrative staff,148.8,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,8,14.2525,0,0,8,8,8,14.2525,0,9.4,-0.8,-3.12,Graduate,2774
Single,1st phase - General Contingent,4,Nursing,Daytime,Secondary education,126.0,Portuguese,Other - 11th years of schooling,Secondary education,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,120.2,No,No,No,Yes,Female,Yes,19,No,0,7,9,5,14.06,0,0,7,9,7,11.242857142857142,0,12.4,0.5,1.79,Enrolled,2775
Single,1st phase - General Contingent,4,Nursing,Daytime,Secondary education,142.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",127.3,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,15.075714285714286,0,0,8,8,7,15.075714285714286,0,10.8,1.4,1.74,Graduate,2776
Single,2nd phase - General Contingent,2,Animation and Multimedia Design,Daytime,Secondary education,141.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,136.1,Yes,No,No,Yes,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Enrolled,2777
Single,Change of course,2,Advertising and Marketing Management,Daytime,Secondary education,129.0,Portuguese,Higher education - degree,Higher education - degree,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",122.4,Yes,No,No,Yes,Female,No,19,No,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,Enrolled,2778
Single,Holders of other higher courser,0,Agronomy,Daytime,Higher education - degree,130.0,Portuguese,Secondary education,Basic education 1st cycle (4/5th year) or equiv,Administrative staff,Unskilled Workers,130.0,Yes,No,No,Yes,Female,No,23,No,10,17,28,17,13.15,2,8,12,22,12,13.214285714285714,0,15.5,2.8,-4.06,Graduate,2779
Single,1st phase - General Contingent,2,Social Service,Daytime,Secondary education,136.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",121.7,Yes,No,No,Yes,Female,Yes,21,No,0,6,9,5,12.333333333333334,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,Graduate,2780
Single,1st phase - General Contingent,3,Nursing,Daytime,Secondary education,137.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 2nd cycle (6/7/8th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",122.7,Yes,No,No,Yes,Female,Yes,18,No,0,7,8,7,13.778571428571428,0,0,8,10,8,13.122222222222222,0,16.2,0.3,-0.92,Graduate,2781
Single,1st phase - General Contingent,1,Basic Education,Daytime,Secondary education,125.0,Portuguese,Unknown,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,129.2,Yes,No,Yes,No,Female,No,20,No,0,6,12,3,10.333333333333334,0,0,6,14,1,11.0,0,10.8,1.4,1.74,Dropout,2782
Single,Change of course,1,Journalism and Communication,Daytime,Secondary education,119.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",105.0,Yes,No,No,Yes,Female,No,23,No,0,6,11,3,11.333333333333334,0,0,6,7,2,11.0,0,16.2,0.3,-0.92,Enrolled,2783
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",129.9,Yes,No,No,Yes,Female,No,20,No,0,6,7,5,13.2,0,0,6,6,6,12.666666666666666,0,10.8,1.4,1.74,Enrolled,2784
Single,1st phase - General Contingent,1,Communication Design,Daytime,Secondary education,152.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",136.3,No,No,No,Yes,Female,Yes,18,No,1,6,8,6,13.571428571428571,1,0,6,11,6,12.375,0,13.9,-0.3,0.79,Graduate,2785
Single,1st phase - General Contingent,1,Social Services (evening attendance),Evening,Secondary education,125.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",114.9,No,No,No,Yes,Female,No,29,No,8,11,14,11,12.75,0,3,7,7,7,13.428571428571429,0,9.4,-0.8,-3.12,Graduate,2786
Single,Over 23 years old,1,Journalism and Communication,Daytime,12th year of schooling - not completed,133.1,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Secondary education,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,102.0,Yes,No,No,Yes,Male,No,28,No,0,6,11,3,13.0,0,0,6,15,1,12.0,0,7.6,2.6,0.32,Dropout,2787
Single,1st phase - General Contingent,3,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",111.3,Yes,No,No,Yes,Male,No,19,No,0,5,7,3,11.333333333333334,0,0,5,7,4,11.0,0,9.4,-0.8,-3.12,Enrolled,2788
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,148.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",130.9,No,No,Yes,No,Male,No,24,No,0,6,12,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,2789
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",100.0,No,No,Yes,Yes,Male,Yes,33,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,2790
Single,2nd phase - General Contingent,1,Management,Daytime,Secondary education,115.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",112.9,Yes,No,No,No,Male,No,19,No,0,5,7,2,12.5,0,0,5,13,1,11.0,0,9.4,-0.8,-3.12,Dropout,2791
Single,1st phase - General Contingent,1,Veterinary Nursing,Daytime,Secondary education,120.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Intermediate Level Technicians and Professions,112.7,No,No,No,Yes,Male,No,19,No,0,6,7,6,14.857142857142858,0,0,6,8,6,14.142857142857142,0,11.1,0.6,2.02,Graduate,2792
Divorced,Over 23 years old,1,Social Services (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",143.0,No,No,No,Yes,Male,No,37,No,3,9,13,8,12.0,0,2,7,8,7,11.571428571428571,0,12.7,3.7,-1.7,Graduate,2793
Single,1st phase - General Contingent,1,Animation and Multimedia Design,Daytime,Secondary education,168.0,Portuguese,Basic education 2nd cycle (6/7/8th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Installation and Machine Operators and Assembly Workers,155.1,Yes,No,Yes,No,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,2794
Divorced,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,130.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,127.6,No,No,No,Yes,Male,No,29,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,2795
Married,Over 23 years old,1,Nursing,Daytime,Basic education 2nd cycle (6/7/8th year) or equiv,133.1,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Intermediate Level Technicians and Professions,146.6,No,No,No,Yes,Male,No,37,No,0,7,8,7,12.828571428571427,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79,Graduate,2796
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,137.0,Portuguese,Basic education 1st cycle (4/5th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Unskilled Workers,Unskilled Workers,141.0,No,No,No,Yes,Male,No,36,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,2797
Single,1st phase - General Contingent,2,Advertising and Marketing Management,Daytime,Secondary education,123.0,Portuguese,Secondary education,Basic education 2nd cycle (6/7/8th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.6,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.333333333333334,0,0,6,8,5,14.0,0,8.9,1.4,3.51,Graduate,2798
Single,Transfer,1,Nursing,Daytime,Secondary education,150.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Secondary education,Unskilled Workers,Intermediate Level Technicians and Professions,110.0,Yes,No,No,Yes,Male,Yes,33,No,6,14,20,14,13.072857142857144,6,6,14,20,14,13.072857142857144,6,9.4,-0.8,-3.12,Graduate,2799
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Secondary education,Secondary education,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",108.6,No,No,No,No,Male,No,34,No,2,7,13,5,12.0,0,2,7,7,3,11.0,0,15.5,2.8,-4.06,Dropout,2800
Single,1st phase - General Contingent,1,Tourism,Daytime,Secondary education,145.0,Portuguese,Higher education - degree,Basic education 3rd cycle (9/10/11th year) or equiv,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,134.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,15.5,0,0,6,6,6,16.0,0,12.4,0.5,1.79,Graduate,2801
Single,Technological specialization diploma holders,1,Equinculture,Daytime,Technological specialization course,120.0,Portuguese,Higher education - degree,Secondary education,Specialists in Intellectual and Scientific Activities,Administrative staff,120.0,Yes,No,No,Yes,Female,No,20,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,2802
Single,1st phase - General Contingent,1,Journalism and Communication,Daytime,Secondary education,142.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 1st cycle (4/5th year) or equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",141.3,No,No,No,Yes,Female,Yes,19,No,0,6,7,6,14.714285714285714,0,0,6,6,6,15.166666666666666,0,13.9,-0.3,0.79,Graduate,2803
Single,1st phase - General Contingent,3,Veterinary Nursing,Daytime,Secondary education,147.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",135.6,Yes,No,No,Yes,Female,No,20,No,0,6,7,6,16.714285714285715,0,0,6,6,6,15.333333333333334,0,13.9,-0.3,0.79,Graduate,2804
Single,1st phase - General Contingent,1,Social Service,Daytime,Secondary education,125.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Unskilled Workers,121.5,Yes,No,No,Yes,Female,Yes,19,No,0,6,9,6,10.857142857142858,0,0,6,7,6,11.666666666666666,0,12.4,0.5,1.79,Graduate,2805
Single,1st phase - General Contingent,4,Nursing,Daytime,Secondary education,126.0,Portuguese,Basic education 3rd cycle (9/10/11th year) or equiv,Basic education 3rd cycle (9/10/11th year) or equiv,Unskilled Workers,Unskilled Workers,125.0,Yes,No,No,Yes,Female,No,19,No,0,7,8,6,11.658333333333331,0,0,8,11,6,12.416666666666666,0,12.4,0.5,1.79,Graduate,2806
